userId,movieId,rating,timestamp
200,300401,2.64,1712484380
200,300376,4.3,1712484380
200,300474,0.29,1712484380
200,300110,3.55,1712484380
200,300179,3.15,1712484380
200,300273,1.03,1712484380
200,300354,4.36,1712484380
200,300465,2.14,1712484380
200,300539,3.66,1712484380
200,300374,0.23,1712484380
200,301004,1.21,1712484380
200,300365,4.51,1712484380
200,300898,4.81,1712484380
200,300816,3.71,1712484380
200,300375,3,1712484380
200,300922,0.14,1712484380
199,300840,2.11,1712484380
199,300880,3.11,1712484380
199,300049,0.97,1712484380
199,300644,4.23,1712484380
199,300069,2.35,1712484380
199,300609,4.62,1712484380
199,300551,1.53,1712484380
199,300916,2.92,1712484380
198,300470,1.6,1712484380
198,300329,4.58,1712484380
198,300341,0.73,1712484380
198,300328,1.41,1712484380
198,300617,0.2,1712484380
198,300741,3.7,1712484380
198,300155,4.37,1712484380
198,300314,1.16,1712484380
198,300488,0.18,1712484380
198,300973,4.77,1712484380
198,300392,1.67,1712484380
197,300100,1.02,1712484380
197,300303,0.15,1712484380
197,300928,2.03,1712484380
197,300942,3.48,1712484380
197,300628,0.44,1712484380
197,300457,1.11,1712484380
197,300708,1.82,1712484380
197,300843,0.95,1712484380
197,300148,1.24,1712484380
196,300290,4.33,1712484380
196,300748,1.35,1712484380
196,300209,2.67,1712484380
196,300734,1.98,1712484380
196,300890,0.42,1712484380
195,300604,0.53,1712484380
195,300637,2.96,1712484380
195,300529,3.67,1712484380
195,300895,4.79,1712484380
195,300842,3.1,1712484380
195,300100,2.84,1712484380
195,300342,0.13,1712484380
195,300915,2.04,1712484380
195,300050,1.41,1712484380
195,300976,3.36,1712484380
195,300259,3.1,1712484380
195,300974,1.52,1712484380
195,300415,2.81,1712484380
194,300758,0.58,1712484380
194,300568,4.27,1712484380
194,300962,1.79,1712484380
194,300240,0.91,1712484380
194,300841,0.75,1712484380
194,300327,0.57,1712484380
194,300211,3.38,1712484380
194,300399,2.61,1712484380
194,300799,1.59,1712484380
194,300818,3.53,1712484380
194,300296,2.79,1712484380
194,300632,1.71,1712484380
194,300036,1.52,1712484380
193,300756,2.38,1712484380
193,300378,4.5,1712484380
193,300767,1.11,1712484380
193,300535,1.21,1712484380
193,300713,4.49,1712484380
193,300637,3.19,1712484380
193,300145,1.27,1712484380
193,300818,4.71,1712484380
193,300716,1.69,1712484380
193,300138,1.63,1712484380
192,300727,3.45,1712484380
192,300844,0.53,1712484380
192,300894,0.65,1712484380
192,300355,1.2,1712484380
192,300302,2.87,1712484380
192,300485,3.42,1712484380
192,300619,3.43,1712484380
192,300269,2.3,1712484380
192,300250,3.33,1712484380
192,300205,3.17,1712484380
191,300990,3.04,1712484380
191,300375,3.4,1712484380
191,300323,2.83,1712484380
191,300760,0.55,1712484380
191,300605,4.32,1712484380
191,300615,2.11,1712484380
191,300588,3.27,1712484380
191,300720,0.8,1712484380
190,300050,1.88,1712484380
190,300623,4.53,1712484380
190,300587,2.1,1712484380
190,300746,4.12,1712484380
190,300036,4.13,1712484380
190,300123,4.38,1712484380
190,300585,0.49,1712484380
190,300573,1.78,1712484380
190,300265,3.67,1712484380
190,300847,1.81,1712484380
190,300383,2.35,1712484380
189,300262,1.75,1712484380
189,300744,3.12,1712484380
189,300659,4.5,1712484380
189,300977,0.45,1712484380
189,300365,3,1712484380
189,300304,4.3,1712484380
189,300557,0.74,1712484380
189,300138,0.1,1712484380
189,300927,3.66,1712484380
189,300068,4.05,1712484380
188,300513,2.24,1712484380
188,300270,0.36,1712484380
188,300658,4.62,1712484380
188,300522,2.13,1712484380
188,300921,2.61,1712484380
188,300698,0.36,1712484380
188,300433,4.8,1712484380
188,300281,0.08,1712484380
187,300274,3.7,1712484380
187,300632,0.29,1712484380
187,300816,3.58,1712484380
187,300749,0.1,1712484380
187,300778,0.99,1712484380
187,300315,0.52,1712484380
186,300921,1.14,1712484380
186,300889,0.8,1712484380
186,300940,3.2,1712484380
186,300535,2.03,1712484380
186,300146,3.02,1712484380
186,300592,3.37,1712484380
186,301036,2.45,1712484380
186,300034,2.82,1712484380
186,300364,0.22,1712484380
186,301035,0.35,1712484380
186,300147,1.59,1712484380
186,300886,3.33,1712484380
185,300962,0.05,1712484380
185,300677,2.64,1712484380
185,300384,0.29,1712484380
185,300732,4.83,1712484380
185,300304,0.72,1712484380
185,300771,2.93,1712484380
185,300123,0.58,1712484380
185,300990,2.4,1712484380
185,300648,0.35,1712484380
185,300116,3.37,1712484380
185,300366,2.46,1712484380
184,300465,3.67,1712484380
184,300165,4.62,1712484380
184,300595,0.18,1712484380
184,300725,0.42,1712484380
184,300466,3.13,1712484380
183,300938,1.6,1712484380
183,300853,0.35,1712484380
183,300904,3.17,1712484380
182,300204,2.35,1712484380
182,300752,1.18,1712484380
182,300383,0.03,1712484380
